symbol,session_date,event_type,gap_pct,gap_direction,gap_fill_level,fill_completed,fill_ts,time_to_fill_minutes,prior_close,session_open,session_high,session_low,session_close,vol_state,vol_trend_state,dp_state,macro_state,regime_label,open_regime_label,liquidity_regime_type,spot,gamma_wall_strike,pcr_oi,build_ts,fill_path_type,acceptance_behavior,initiative_behavior,partial_fill,failed_fill,continuation_after_fill,squeeze_then_fill,rotational_balance_then_fill,direct_fill,MAE_pct,MFE_pct,MAE_points,MFE_points,max_drawdown_intraday,max_runup_intraday,time_to_MAE_minutes,time_to_MFE_minutes,time_to_failure_minutes,stop_out_probability_proxy,expected_stop_distance_pct,reward_risk_realized
SPY,2024-01-31,DAILY_AUCTION,,FLAT,,0,,,,488.6199951171875,489.0799865722656,482.8599853515625,482.8800048828125,,,,,,,,,,,2026-05-22T23:44:18.337674+00:00,,,,,,,,,,,,,,,,,,,,,
SPY,2024-02-01,UNCLASSIFIED,0.0036240887638838925,UP,482.8800048828125,0,,,482.8800048828125,484.6300048828125,489.2300109863281,483.79998779296875,489.20001220703125,unknown,unknown,low,,unknown_vol|unknown_voltrend|low_dp|low_macro|0_comp,,UNCLASSIFIED,,,,2026-05-22T23:44:18.337674+00:00,,,,,,,,,,,,,,,,,,,,,
SPY,2024-02-02,UNCLASSIFIED,0.0009198317216367752,UP,489.20001220703125,0,,,489.20001220703125,489.6499938964844,496.04998779296875,489.29998779296875,494.3500061035156,unknown,unknown,low,,unknown_vol|unknown_voltrend|low_dp|low_macro|0_comp,,UNCLASSIFIED,,,,2026-05-22T23:44:18.337674+00:00,,,,,,,,,,,,,,,,,,,,,
SPY,2024-02-05,UNCLASSIFIED,-0.0013148455314234747,DOWN,494.3500061035156,0,,,494.3500061035156,493.70001220703125,494.3800048828125,490.2300109863281,492.54998779296875,unknown,unknown,low,,unknown_vol|unknown_voltrend|low_dp|low_macro|0_comp,,UNCLASSIFIED,,,,2026-05-22T23:44:18.337674+00:00,,,,,,,,,,,,,,,,,,,,,
SPY,2024-02-06,UNCLASSIFIED,0.001969345741027287,UP,492.54998779296875,0,,,492.54998779296875,493.5199890136719,494.32000732421875,492.04998779296875,493.9800109863281,unknown,unknown,low,,unknown_vol|unknown_voltrend|low_dp|low_macro|0_comp,,UNCLASSIFIED,,,,2026-05-22T23:44:18.337674+00:00,,,,,,,,,,,,,,,,,,,,,
SPY,2024-02-07,UNCLASSIFIED,0.004676297637998319,UP,493.9800109863281,0,,,493.9800109863281,496.2900085449219,498.5299987792969,495.3599853515625,498.1000061035156,unknown,unknown,low,,unknown_vol|unknown_voltrend|low_dp|low_macro|0_comp,,UNCLASSIFIED,,,,2026-05-22T23:44:18.337674+00:00,,,,,,,,,,,,,,,,,,,,,
SPY,2024-02-08,UNCLASSIFIED,0.0,FLAT,498.1000061035156,0,,,498.1000061035156,498.1000061035156,498.7099914550781,497.260009765625,498.32000732421875,unknown,unknown,low,,unknown_vol|unknown_voltrend|low_dp|normal_macro|0_comp,,UNCLASSIFIED,,,,2026-05-22T23:44:18.337674+00:00,,,,,,,,,,,,,,,,,,,,,
SPY,2024-02-09,UNCLASSIFIED,0.0010434841186971605,UP,498.32000732421875,0,,,498.32000732421875,498.8399963378906,501.6499938964844,498.489990234375,501.20001220703125,unknown,unknown,low,,unknown_vol|unknown_voltrend|low_dp|low_macro|0_comp,,UNCLASSIFIED,,,,2026-05-22T23:44:18.337674+00:00,,,,,,,,,,,,,,,,,,,,,
SPY,2024-02-12,UNCLASSIFIED,-5.9853907753863686e-05,DOWN,501.20001220703125,0,,,501.20001220703125,501.1700134277344,503.5,500.239990234375,500.9800109863281,unknown,unknown,low,,unknown_vol|unknown_voltrend|low_dp|low_macro|0_comp,,UNCLASSIFIED,,,,2026-05-22T23:44:18.337674+00:00,,,,,,,,,,,,,,,,,,,,,
SPY,2024-02-13,UNCLASSIFIED,-0.012874789543663594,DOWN,500.9800109863281,0,,,500.9800109863281,494.5299987792969,497.0899963378906,490.7200012207031,494.0799865722656,unknown,unknown,low,,unknown_vol|unknown_voltrend|low_dp|normal_macro|0_comp,,UNCLASSIFIED,,,,2026-05-22T23:44:18.337674+00:00,,,,,,,,,,,,,,,,,,,,,
SPY,2024-02-14,UNCLASSIFIED,0.005484986330770704,UP,494.0799865722656,0,,,494.0799865722656,496.7900085449219,499.07000732421875,494.3999938964844,498.57000732421875,unknown,unknown,low,,unknown_vol|unknown_voltrend|low_dp|low_macro|0_comp,,UNCLASSIFIED,,,,2026-05-22T23:44:18.337674+00:00,,,,,,,,,,,,,,,,,,,,,
