date,symbol,open,high,low,close,volume,source,ingest_ts
2024-01-31,SPY,488.6199951171875,489.0799865722656,482.8599853515625,482.8800048828125,126011100.0,yfinance,2026-02-02T02:31:42.737215+00:00
2024-02-01,SPY,484.6300048828125,489.2300109863281,483.79998779296875,489.20001220703125,91891600.0,yfinance,2026-02-02T02:31:42.737215+00:00
2024-02-02,SPY,489.6499938964844,496.04998779296875,489.29998779296875,494.3500061035156,99228200.0,yfinance,2026-02-02T17:27:47.074019+00:00
2024-02-05,SPY,493.70001220703125,494.3800048828125,490.2300109863281,492.54998779296875,75757100.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-06,SPY,493.5199890136719,494.32000732421875,492.04998779296875,493.9800109863281,55918600.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-07,SPY,496.2900085449219,498.5299987792969,495.3599853515625,498.1000061035156,70556500.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-08,SPY,498.1000061035156,498.7099914550781,497.260009765625,498.32000732421875,52343600.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-09,SPY,498.8399963378906,501.6499938964844,498.489990234375,501.20001220703125,63979400.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-12,SPY,501.1700134277344,503.5,500.239990234375,500.9800109863281,56502300.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-13,SPY,494.5299987792969,497.0899963378906,490.7200012207031,494.0799865722656,113099200.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-14,SPY,496.7900085449219,499.07000732421875,494.3999938964844,498.57000732421875,68387800.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-15,SPY,499.2900085449219,502.20001220703125,498.79998779296875,502.010009765625,61683000.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-16,SPY,501.70001220703125,502.8699951171875,498.75,499.510009765625,75532900.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-20,SPY,497.7200012207031,498.4100036621094,494.45001220703125,496.760009765625,71736700.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-21,SPY,495.4200134277344,497.3699951171875,493.55999755859375,497.2099914550781,59293400.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-22,SPY,504.010009765625,508.489990234375,503.0199890136719,507.5,76402500.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-23,SPY,509.2699890136719,510.1300048828125,507.1000061035156,507.8500061035156,61321800.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-26,SPY,508.29998779296875,508.75,505.8599853515625,505.989990234375,50386700.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-27,SPY,506.70001220703125,507.1600036621094,504.75,506.92999267578125,48854500.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-28,SPY,505.3299865722656,506.8599853515625,504.9599914550781,506.260009765625,56506600.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-02-29,SPY,508.07000732421875,509.739990234375,505.3500061035156,508.0799865722656,83924800.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-01,SPY,508.9800109863281,513.2899780273438,508.55999755859375,512.8499755859375,76844800.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-04,SPY,512.030029296875,514.2000122070312,512.0,512.2999877929688,49799300.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-05,SPY,510.239990234375,510.70001220703125,504.9100036621094,507.17999267578125,72855600.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-06,SPY,510.54998779296875,512.0700073242188,508.4200134277344,509.75,68382400.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-07,SPY,513.1400146484375,515.8900146484375,509.80999755859375,514.8099975585938,58652100.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-08,SPY,515.4600219726562,518.219970703125,511.1300048828125,511.7200012207031,86532500.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-11,SPY,510.4800109863281,511.8800048828125,508.5,511.2799987792969,62557200.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-12,SPY,513.4500122070312,517.3800048828125,510.8599853515625,516.780029296875,73114400.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-13,SPY,517.1099853515625,517.2899780273438,514.489990234375,515.969970703125,55104100.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-14,SPY,516.969970703125,517.1300048828125,511.82000732421875,514.9500122070312,110171800.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-15,SPY,510.2099914550781,511.70001220703125,508.1199951171875,509.8299865722656,107646300.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-18,SPY,514.0,515.47998046875,512.4400024414062,512.8599853515625,88893300.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-19,SPY,512.1500244140625,516.0,511.1199951171875,515.7100219726562,60755300.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-20,SPY,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,69594600.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-21,SPY,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,60256100.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-22,SPY,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,79070800.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-25,SPY,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,48512100.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-26,SPY,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,65463700.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-27,SPY,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,82999800.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-03-28,SPY,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,96294900.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-04-01,SPY,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,62477500.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-04-02,SPY,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,74230300.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-04-03,SPY,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,59155800.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-04-04,SPY,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,96858100.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-04-05,SPY,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,74546500.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-04-08,SPY,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,48401800.0,yfinance,2026-02-03T02:37:10.018304+00:00
2024-04-09,SPY,520.5,520.75,514.3499755859375,519.3200073242188,68049200.0,yfinance,2026-02-03T02:37:10.018304+00:00
