date,symbol,open,high,low,close,volume,prev_close,ret_1d,gap_open_pct,gap_abs_pct,intraday_range_pct,true_range_pct,vol20,cluster_score,trigger_gap_15,trigger_range_15,trigger_tr_15,trigger_any_15,trigger_cluster,compression_flag,label_next_day_expansion,permission_strength,permission_reason,trade_permission,day_type,open_orb_range,close_orb_range,open_orb_share,close_orb_share,edge_orb_share,edge_orb_bias,edge_orb_flag,feature_ts,feature_version
2024-02-15,SPY,499.2900085449219,502.20001220703125,498.79998779296875,502.010009765625,61683000.0,498.57000732421875,0.00689973803251509,0.0014441326396013032,0.0014441326396013032,0.006772821951597898,0.007230941240608433,0.007663257312403504,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-02-16,SPY,501.70001220703125,502.8699951171875,498.75,499.510009765625,75532900.0,502.010009765625,-0.004979980381600746,-0.000617512704056411,0.000617512704056411,0.008248073185001122,0.008248073185001122,0.007711776408780608,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-02-20,SPY,497.7200012207031,498.4100036621094,494.45001220703125,496.760009765625,71736700.0,499.510009765625,-0.0055053951797489065,-0.003583528878153497,0.003583528878153497,0.007971638975018295,0.010186000199535172,0.007738826993814828,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-02-21,SPY,495.4200134277344,497.3699951171875,493.55999755859375,497.2099914550781,59293400.0,496.760009765625,0.0009058331600915182,-0.0026974722432323572,0.0026974722432323572,0.007662753412182738,0.007662753412182738,0.007443389047214743,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-02-22,SPY,504.010009765625,508.489990234375,503.0199890136719,507.5,76402500.0,497.2099914550781,0.020695498324175388,0.013676350892802391,0.013676350892802391,0.010778327528479063,0.02222659857989532,0.00862889595587803,0.0,0,0,1,0,0.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-02-23,SPY,509.2699890136719,510.1300048828125,507.1000061035156,507.8500061035156,61321800.0,507.5,0.0006896671990455072,0.0034876630811269127,0.0034876630811269127,0.005966326164972551,0.005966326164972551,0.008362900887933795,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-02-26,SPY,508.29998779296875,508.75,505.8599853515625,505.989990234375,50386700.0,507.8500061035156,-0.003662529972996542,0.0008860523462539405,0.0008860523462539405,0.0057116043878631725,0.0057116043878631725,0.008266085326479974,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-02-27,SPY,506.70001220703125,507.1600036621094,504.75,506.92999267578125,48854500.0,505.989990234375,0.0018577490850577583,0.0014032332385218727,0.0014032332385218727,0.0047541153550382815,0.0047541153550382815,0.008022263128274603,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-02-28,SPY,505.3299865722656,506.8599853515625,504.9599914550781,506.260009765625,56506600.0,506.92999267578125,-0.0013216478011486288,-0.0031562664009484598,0.0031562664009484598,0.0037530001576936414,0.0038912834960342702,0.00785156751766287,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-02-29,SPY,508.07000732421875,509.739990234375,505.3500061035156,508.0799865722656,83924800.0,506.260009765625,0.003594944833748892,0.0035752331285887617,0.0035752331285887617,0.008640340589827534,0.008640340589827534,0.0076459286688887376,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-01,SPY,508.9800109863281,513.2899780273438,508.55999755859375,512.8499755859375,76844800.0,508.0799865722656,0.00938826393429193,0.0017714226851059944,0.0017714226851059944,0.00922293203455053,0.01015889968430952,0.007419568070848701,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-04,SPY,512.030029296875,514.2000122070312,512.0,512.2999877929688,49799300.0,512.8499755859375,-0.0010724145835053767,-0.0015988034085907543,0.0015988034085907543,0.0042943827043781255,0.0042943827043781255,0.007200074716159891,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-05,SPY,510.239990234375,510.70001220703125,504.9100036621094,507.17999267578125,72855600.0,512.2999877929688,-0.00999413476319777,-0.004021076727853123,0.004021076727853123,0.01141608231502772,0.014570732752826627,0.007583144987923677,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-06,SPY,510.54998779296875,512.0700073242188,508.4200134277344,509.75,68382400.0,507.17999267578125,0.005067249026642129,0.006644574245541657,0.006644574245541657,0.007160360758184159,0.00959296645107896,0.007619694059635457,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-07,SPY,513.1400146484375,515.8900146484375,509.80999755859375,514.8099975585938,58652100.0,509.75,0.00992642973731006,0.006650347520230415,0.006650347520230415,0.011810215649807276,0.011926758760621518,0.007701351780331707,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-08,SPY,515.4600219726562,518.219970703125,511.1300048828125,511.7200012207031,86532500.0,514.8099975585938,-0.00600220732414769,0.0012626491659935013,0.0012626491659935013,0.013855166503946406,0.013855166503946406,0.007888376677476756,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-11,SPY,510.4800109863281,511.8800048828125,508.5,511.2799987792969,62557200.0,511.7200012207031,-0.0008598499967885642,-0.0024231810978992963,0.0024231810978992963,0.006610868586454405,0.006610868586454405,0.007831976316928791,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-12,SPY,513.4500122070312,517.3800048828125,510.8599853515625,516.780029296875,73114400.0,511.2799987792969,0.010757374688447952,0.004244275999286895,0.004244275999286895,0.012616624408108542,0.012616624408108542,0.008116786061826876,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-13,SPY,517.1099853515625,517.2899780273438,514.489990234375,515.969970703125,55104100.0,516.780029296875,-0.0015675114126452172,0.0006384845311000475,0.0006384845311000475,0.0054266487430521156,0.0054266487430521156,0.00732114053049041,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-14,SPY,516.969970703125,517.1300048828125,511.82000732421875,514.9500122070312,110171800.0,515.969970703125,-0.001976778793354672,0.0019380972862379497,0.0019380972862379497,0.010311675760207402,0.010311675760207402,0.0071897671640372175,0.0,0,0,0,0,0.0,0,1,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-15,SPY,510.2099914550781,511.70001220703125,508.1199951171875,509.8299865722656,107646300.0,514.9500122070312,-0.009942762430127261,-0.009204817243595786,0.009204817243595786,0.007021982198248557,0.0133966562770541,0.007520296072806517,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-18,SPY,514.0,515.47998046875,512.4400024414062,512.8599853515625,88893300.0,509.8299865722656,0.005943155285291102,0.008179223540322855,0.008179223540322855,0.005927500905066444,0.011016640131538703,0.007474950243991223,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-19,SPY,512.1500244140625,516.0,511.1199951171875,515.7100219726562,60755300.0,512.8599853515625,0.005557143669806974,-0.0013843172752370236,0.0013843172752370236,0.00946269158033009,0.00946269158033009,0.007349524999003081,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-20,SPY,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,69594600.0,515.7100219726562,0.009249303470675319,0.00011633971813118649,0.00011633971813118649,0.010643979087061878,0.010643979087061878,0.007524877497395291,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-21,SPY,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,60256100.0,520.47998046875,0.003304702971922424,0.005591058808960714,0.005591058808960714,0.004212968509389911,0.006951368820292845,0.006172577323306103,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-22,SPY,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,79070800.0,522.2000122070312,-0.001895806609024997,-0.00017239918300315793,0.00017239918300315793,0.003146552405555123,0.003146552405555123,0.00621618887522315,0.0,0,0,0,0,0.0,1,0,1,compression,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-25,SPY,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,48512100.0,521.2100219726562,-0.0027628065092766274,-0.0027053090313783335,0.0027053090313783335,0.0025781149452929995,0.0030783549665614205,0.006181409929124942,0.0,0,0,0,0,0.0,1,0,1,compression,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-26,SPY,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,65463700.0,519.77001953125,-0.0018470129799368351,0.0028088594621455965,0.0028088594621455965,0.006129397449443148,0.006129397449443148,0.006221170693799576,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-27,SPY,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,82999800.0,518.8099975585938,0.008403819070718743,0.005589762008653132,0.005589762008653132,0.007110560352848243,0.008410315113239428,0.0063932747940304915,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-03-28,SPY,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,96294900.0,523.1699829101562,-0.00019109579907738983,7.65316509125924e-05,7.65316509125924e-05,0.003498491653246758,0.003498491653246758,0.0063891274729557185,0.0,0,0,0,0,0.0,1,0,1,compression,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-01,SPY,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,62477500.0,523.0700073242188,-0.0017397942282005863,0.0014529790563080347,0.0014529790563080347,0.006530631138100698,0.006530631138100698,0.006143481332485231,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-02,SPY,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,74230300.0,522.1599731445312,-0.006358101845817976,-0.007507245119823147,0.007507245119823147,0.004818440888517676,0.01094748358218612,0.0063440245143914714,0.0,0,0,0,0,0.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-03,SPY,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,59155800.0,518.8400268554688,0.0010985010013910834,-0.0021587697447555954,0.0021587697447555954,0.006314913972516846,0.006314913972516846,0.005828055585470848,0.0,0,0,0,0,0.0,0,1,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-04,SPY,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,96858100.0,519.4099731445312,-0.012206091812080655,0.007912913881565231,0.007912913881565231,0.02165393648617992,0.02165393648617992,0.006470544074709668,0.1,0,1,1,1,1.0,0,1,1,trigger,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-05,SPY,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,74546500.0,513.0700073242188,0.010446888874904303,0.002709210494853842,0.002709210494853842,0.012402817673788553,0.01421598908494592,0.0065120219985392224,0.1,0,0,0,0,1.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-08,SPY,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,48401800.0,518.4299926757812,0.0005593388334788063,0.0013888697576407427,0.0013888697576407427,0.004414671029996559,0.004414671029996559,0.0063369968195354275,0.1,0,0,0,0,1.0,1,0,1,compression,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-09,SPY,520.5,520.75,514.3499755859375,519.3200073242188,68049200.0,518.719970703125,0.0011567640634317922,0.0034315804237539105,0.0034315804237539105,0.012323854894477184,0.012323854894477184,0.006326929629997237,0.1,0,0,0,0,1.0,0,1,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-10,SPY,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,82652800.0,519.3200073242188,-0.010013117410638928,-0.01124552640588472,0.01124552640588472,0.007916335345282194,0.014062826844736923,0.006311025822976959,0.1,0,0,0,0,1.0,0,1,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-11,SPY,515.6799926757812,519.47998046875,512.0800170898438,518.0,70099000.0,514.1199951171875,0.007546885784763369,0.003034306335893744,0.003034306335893744,0.014285643588622105,0.014285643588622105,0.006535145895632995,0.1,0,0,0,0,1.0,0,1,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-12,SPY,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,92561100.0,518.0,-0.013803077020240084,-0.007007731434001019,0.007007731434001019,0.013193737244641174,0.017461120331134686,0.007240977013978649,0.1,0,0,1,0,1.0,0,1,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-15,SPY,515.1300048828125,515.2999877929688,503.5799865722656,504.45001220703125,92101400.0,510.8500061035156,-0.012528127278102708,0.008378190717745815,0.008378190717745815,0.023233226161352774,0.023233226161352774,0.007441092169500704,0.2,0,1,1,1,2.0,0,0,1,trigger,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-16,SPY,504.94000244140625,506.5,502.2099914550781,503.5299987792969,73484000.0,504.45001220703125,-0.0018237950351298604,0.0009713355585645456,0.0009713355585645456,0.008519866850678416,0.008519866850678416,0.00728801509168641,0.2,0,0,0,0,2.0,0,1,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-17,SPY,506.04998779296875,506.2200012207031,499.1199951171875,500.54998779296875,75910300.0,503.5299987792969,-0.00591823921822443,0.0050046452441385725,0.0050046452441385725,0.014184409702657393,0.014184409702657393,0.007204783624431974,0.2,0,0,0,0,2.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-18,SPY,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,74548100.0,500.54998779296875,-0.00205773410131993,0.00285690386221904,0.00285690386221904,0.011150719584249309,0.011150719584249309,0.006748911124530803,0.1,0,0,0,0,1.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-19,SPY,499.44000244140625,500.4599914550781,493.8599853515625,495.1600036621094,102212600.0,499.5199890136719,-0.00872835011101658,-0.00016012686984467894,0.00016012686984467894,0.013329037189399857,0.013329037189399857,0.006784439529053966,0.1,0,0,0,0,1.0,0,1,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-22,SPY,497.8299865722656,502.3800048828125,495.42999267578125,499.7200012207031,67961000.0,495.1600036621094,0.00920913952029423,0.005392161908089443,0.005392161908089443,0.013907812755250819,0.01444809333840209,0.0072839826266330185,0.1,0,0,0,0,1.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-23,SPY,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,64633600.0,499.7200012207031,0.011866630635747333,0.004122303597137611,0.004122303597137611,0.012973395901863097,0.012973395901863097,0.00791849452247052,0.1,0,0,0,0,1.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-24,SPY,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,55928100.0,505.6499938964844,-0.00047461729906428385,0.0017996710631735802,0.0017996710631735802,0.0083892091641495,0.0083892091641495,0.007919873657916974,0.1,0,0,0,0,1.0,0,1,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-25,SPY,499.17999267578125,504.2699890136719,497.489990234375,503.489990234375,69122400.0,505.4100036621094,-0.003798922486342393,-0.012326647555819248,0.012326647555819248,0.013466005105962048,0.015730230156209467,0.007598278098079947,0.1,0,0,1,0,1.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-26,SPY,506.3500061035156,509.8800048828125,505.70001220703125,508.260009765625,64306100.0,503.489990234375,0.009473911346339792,0.005680382777439652,0.005680382777439652,0.008224122684192248,0.012572334092119782,0.008008162667117381,0.1,0,0,0,0,1.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-29,SPY,510.0899963378906,510.75,507.25,510.05999755859375,46415400.0,508.260009765625,0.0035414704253415863,0.0036004929309891853,0.0036004929309891853,0.006861937844082614,0.006861937844082614,0.008083248883440747,0.0,0,0,0,0,0.0,0,1,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-04-30,SPY,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,77483600.0,510.05999755859375,-0.015841247325688257,-0.002940830504606806,0.002940830504606806,0.015100176115323589,0.016096231713269734,0.00866277829607557,0.1,0,1,1,1,1.0,0,1,1,trigger,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-05-01,SPY,501.3800048828125,508.19000244140625,499.8699951171875,500.3500061035156,80242800.0,501.9800109863281,-0.0032471509764099293,-0.0011952788764172384,0.0011952788764172384,0.01662837458324614,0.01662837458324614,0.008645625977016616,0.2,0,1,1,1,2.0,0,0,1,trigger,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-05-02,SPY,504.1499938964844,505.8900146484375,499.54998779296875,505.0299987792969,62550200.0,500.3500061035156,0.009353437830903255,0.007594659231767054,0.007594659231767054,0.012553762886943681,0.012553762886943681,0.008628107338702517,0.2,0,0,0,0,2.0,0,1,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-05-03,SPY,511.1600036621094,512.5499877929688,508.55999755859375,511.2900085449219,72756700.0,505.0299987792969,0.012395322615995186,0.012137902496147213,0.012137902496147213,0.007803771182093107,0.014707873981486517,0.008771051144272025,0.2,0,0,0,0,2.0,0,0,0,none,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-05-06,SPY,513.75,516.6099853515625,513.2999877929688,516.5700073242188,47264700.0,511.2900085449219,0.010326817835387025,0.0048113427095495265,0.0048113427095495265,0.00640764564659727,0.010298656002499207,0.009107780631192327,0.2,0,0,0,0,2.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-05-07,SPY,517.5599975585938,518.5700073242188,516.4500122070312,517.1400146484375,52561300.0,516.5700073242188,0.0011034464179817682,0.0019164686689865373,0.0019164686689865373,0.004099460604743024,0.004099460604743024,0.009107380191813527,0.2,0,0,0,0,2.0,1,0,1,compression,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-05-08,SPY,515.260009765625,517.739990234375,515.1400146484375,517.1900024414062,42047200.0,517.1400146484375,9.666200942248793e-05,-0.003635388539969364,0.003635388539969364,0.005027118802885324,0.005027118802885324,0.008807993909302403,0.2,0,0,0,0,2.0,1,0,1,compression,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-05-09,SPY,517.3800048828125,520.2100219726562,516.7100219726562,520.1699829101562,43643700.0,517.1900024414062,0.005761867891264316,0.00036737454418944715,0.00036737454418944715,0.006728569727185738,0.006728569727185738,0.00873984618751349,0.2,0,0,0,0,2.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-05-10,SPY,521.8099975585938,522.6400146484375,519.5900268554688,520.8400268554688,52233200.0,520.1699829101562,0.0012881249732326072,0.0031528436901764323,0.0031528436901764323,0.005855901305018385,0.005855901305018385,0.00809045735057346,0.2,0,0,0,0,2.0,1,0,1,compression,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-05-13,SPY,522.5599975585938,522.6699829101562,519.739990234375,520.9099731445312,36716400.0,520.8400268554688,0.0001342951490974631,0.0033023013102682075,0.0033023013102682075,0.0056247582631102685,0.0056247582631102685,0.007445869873236328,0.2,0,0,0,0,2.0,1,0,1,compression,0,range,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-05-14,SPY,521.1099853515625,523.8300170898438,520.5599975585938,523.2999877929688,57535900.0,520.9099731445312,0.004588152985457228,0.0003839669373650878,0.0003839669373650878,0.006248843125415294,0.006248843125415294,0.007427210790679972,0.1,0,0,0,0,1.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
2024-05-15,SPY,525.8300170898438,530.0800170898438,525.1799926757812,529.780029296875,59504900.0,523.2999877929688,0.012383033929039389,0.004834758944951334,0.004834758944951334,0.009249167849089784,0.01279781970240265,0.007532960166845926,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,,,,,,,0,2026-02-07T00:44:13.949095+00:00,v1_clean_daily_features_orb_trend
